"PrefabSourcePath","DependencyGuid","DependencySourcePath"
"Assets/_Game/Art/Prefabs/Enemies/PF_E11.prefab","e57af6a74927ea84a9adc614cb2c3735","Assets/_Game/Art/Materials/Mat_E11.mat"
"Assets/_Game/Art/Prefabs/Models/MD_E01.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E01.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E02.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E02.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E03.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E03.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E04.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E04.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E05.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E05.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E06.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E06.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E07.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_E07.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U01.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U01.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U02.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U02.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U03.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U03.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U04.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U04.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U05.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U05.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U06.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U06.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U07.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U07.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U08.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U08.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U09.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U09.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U10.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U10.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U11.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U11.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U12.prefab","0000000000000000e000000000000000","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Models/MD_U12.prefab","73c176f402d2c2f4d929aa5da7585d17","<package-or-built-in>"
"Assets/_Game/Art/Prefabs/Units/PF_U01.prefab","17b34ab7ec0f811408ec679715b1f948","Assets/_Game/Art/Materials/Mat_U01.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U01.prefab","25cebf529e493fb4ebbedd04c000cf1f","Assets/_Game/Art/Prefabs/Units/U01.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U02.prefab","1d3a741350556a14b8ce58a47ac0b753","Assets/_Game/Art/Prefabs/Units/U02.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U02.prefab","438f0d08aa1f62c4686e02c63d384a11","Assets/_Game/Art/Materials/Mat_U02.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U03.prefab","6793e13dbe221bf429465870727968c4","Assets/_Game/Art/Materials/Mat_U03.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U03.prefab","d0d429f503dd95540b94ee654f23d0ba","Assets/_Game/Art/Prefabs/Units/U03.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U04.prefab","3e92520aca3060344af46124400d6742","Assets/_Game/Art/Prefabs/Units/U04.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U04.prefab","1493adaf1f830864e8af4a3a43b3a985","Assets/_Game/Art/Materials/Mat_U04.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U05.prefab","48a6d779e006b0a4fa141441db99d119","Assets/_Game/Art/Materials/Mat_U05.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U05.prefab","0072f10d593240f4b9e5a95df5d67782","Assets/_Game/Art/Prefabs/Units/U05.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U06.prefab","fb0604fa3d16917498aeb02a486307d1","Assets/_Game/Art/Materials/Mat_U06.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U06.prefab","dc6cc7d1acb09834897d392cd8f30230","Assets/_Game/Art/Prefabs/Units/U06.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U07.prefab","d9160e0a4fe112e4e9e53ef1f370cf2a","Assets/_Game/Art/Prefabs/Units/U07.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U07.prefab","bbf650704adc8aa40bbd817142700a02","Assets/_Game/Art/Materials/Mat_U07.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U12.prefab","2147c28186a7299469433e782704d536","Assets/_Game/Art/Materials/Mat_U12.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U12.prefab","3cad9287ba6887b43a6b3a001410a9b5","Assets/_Game/Art/Prefabs/Units/U12.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U13.prefab","827d6fbfd139a1e4b96b0f5514d1182a","Assets/_Game/Art/Materials/Mat_U13.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U13.prefab","68ae6ee796188e94283e0506823d4a47","Assets/_Game/Art/Prefabs/Units/U13.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U14.prefab","ab307c542de35634aacae5979fab158a","Assets/_Game/Art/Prefabs/Units/U14.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U15.prefab","ab307c542de35634aacae5979fab158a","Assets/_Game/Art/Prefabs/Units/U14.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U15.prefab","1f992d9977143f84fb2b093383f76dbc","Assets/_Game/Art/Materials/Mat_U15.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U16.prefab","cf1fbe87ebc762e4494c700b2da97c90","Assets/_Game/Art/Materials/Mat_U16.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U16.prefab","56da723d8d583a148be9ced563599a29","Assets/_Game/Art/Prefabs/Units/U15.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U17.prefab","b848851dab9ebb14f8ebe8bc60b9deb1","Assets/_Game/Art/Prefabs/Units/U17.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U17.prefab","7eecd33d48a0c3c45948b75a96738957","Assets/_Game/Art/Materials/Mat_U17.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U18.prefab","650ebd669a825974fb456ee5c5558696","Assets/_Game/Art/Materials/Mat_U18.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U18.prefab","009ac6640f9484547b2aa869eb90bb1c","Assets/_Game/Art/Prefabs/Units/U18.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U19.prefab","dee8a5b75337eaf479bcd629e82b43d4","Assets/_Game/Art/Prefabs/Units/U19.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U19.prefab","476ab43df98a3c745976b25fc66c2bd6","Assets/_Game/Art/Materials/Mat_U19.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U20.prefab","67ae6071e3347f84a9276cfcdbdb6f1b","Assets/_Game/Art/Prefabs/Units/U20.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U20.prefab","1d59cd44ecfa9df4fadbd3f0f8a5ff35","Assets/_Game/Art/Materials/Mat_U20.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U22.prefab","480d291e10bb297448a38267e7c351ef","Assets/_Game/Art/Prefabs/Units/U22.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U22.prefab","c8e79dc34b988ee4e81125ff5822bc2a","Assets/_Game/Art/Materials/Mat_U22.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U23.prefab","b75c2872c5e06234dafa2a8bcacb768b","Assets/_Game/Art/Materials/Mat_U23.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U23.prefab","c311545f5de42304d8e7ec2d47e717e5","Assets/_Game/Art/Prefabs/Units/U23.obj"
"Assets/_Game/Art/Prefabs/Units/PF_U24.prefab","b42cfda76b577b945a64ff70ab963ba5","Assets/_Game/Art/Materials/Mat_U24.mat"
"Assets/_Game/Art/Prefabs/Units/PF_U24.prefab","990d2cc118354784ba1f84065fc8c05e","Assets/_Game/Art/Prefabs/Units/U24.obj"
"Assets/_Game/Art/Prefabs/Units/U01.prefab","25cebf529e493fb4ebbedd04c000cf1f","Assets/_Game/Art/Prefabs/Units/U01.obj"
"Assets/_Game/Art/Prefabs/Units/U02.prefab","1d3a741350556a14b8ce58a47ac0b753","Assets/_Game/Art/Prefabs/Units/U02.obj"
"Assets/_Game/Art/Prefabs/Units/U03.prefab","d0d429f503dd95540b94ee654f23d0ba","Assets/_Game/Art/Prefabs/Units/U03.obj"
"Assets/_Game/Art/Prefabs/Units/U04.prefab","3e92520aca3060344af46124400d6742","Assets/_Game/Art/Prefabs/Units/U04.obj"
"Assets/_Game/Art/Prefabs/Units/U05.prefab","0072f10d593240f4b9e5a95df5d67782","Assets/_Game/Art/Prefabs/Units/U05.obj"
"Assets/_Game/Art/Prefabs/Units/U06.prefab","dc6cc7d1acb09834897d392cd8f30230","Assets/_Game/Art/Prefabs/Units/U06.obj"
"Assets/_Game/Art/Prefabs/Units/U07.prefab","d9160e0a4fe112e4e9e53ef1f370cf2a","Assets/_Game/Art/Prefabs/Units/U07.obj"
"Assets/_Game/Art/Prefabs/Units/U08.prefab","828186805e580b842964ac00688ea37f","Assets/_Game/Art/Prefabs/Units/U08.obj"
"Assets/_Game/Art/Prefabs/Units/U09.prefab","507f12b34b19dde4eacb407c78f6dd8d","Assets/_Game/Art/Prefabs/Units/U09.obj"
"Assets/_Game/Art/Prefabs/Units/U10.prefab","dda3df23b66c01a478435d3fece3ea3d","Assets/_Game/Art/Prefabs/Units/U10.obj"
"Assets/_Game/Art/Prefabs/Units/U11.prefab","9cd8177803f5cab48a4669c245321253","Assets/_Game/Art/Prefabs/Units/U11.obj"
"Assets/_Game/Art/Prefabs/Units/U12.prefab","3cad9287ba6887b43a6b3a001410a9b5","Assets/_Game/Art/Prefabs/Units/U12.obj"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","fe87c0e1cc204ed48ad3b37840f39efc","<package-or-built-in>"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","0000000000000000f000000000000000","<package-or-built-in>"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","642b2c2954fd5574fa229fca7cac5ac4","Assets/_Game/Scripts/UI/BattlePanel.cs"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","290e077e0729742428a81a8ebc2598ab","Assets/_Game/Scripts/UI/Menu.prefab"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","f4688fdb7df04437aeb418b961361dc5","<package-or-built-in>"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","18b6fa968446e1d4a9241d201d4366f1","Assets/_Game/Art/Fonts/Default SDF.asset"
"Assets/_Game/Scripts/UI/BattlePanel.prefab","4e29b1a8efbd4b44bb3f3716e73f07ff","<package-or-built-in>"
"Assets/_Game/Scripts/UI/LevelSelectPanel.prefab","f4688fdb7df04437aeb418b961361dc5","<package-or-built-in>"
"Assets/_Game/Scripts/UI/LevelSelectPanel.prefab","18b6fa968446e1d4a9241d201d4366f1","Assets/_Game/Art/Fonts/Default SDF.asset"
"Assets/_Game/Scripts/UI/LevelSelectPanel.prefab","fe87c0e1cc204ed48ad3b37840f39efc","<package-or-built-in>"
"Assets/_Game/Scripts/UI/LevelSelectPanel.prefab","0000000000000000f000000000000000","<package-or-built-in>"
"Assets/_Game/Scripts/UI/LevelSelectPanel.prefab","4e29b1a8efbd4b44bb3f3716e73f07ff","<package-or-built-in>"
"Assets/_Game/Scripts/UI/LevelSelectPanel.prefab","81c4b70ccd8a8b94bbc0f6eff40736f7","Assets/_Game/Scripts/UI/LevelSelectPanel.cs"
"Assets/_Game/Scripts/UI/Menu.prefab","fe87c0e1cc204ed48ad3b37840f39efc","<package-or-built-in>"
"Assets/_Game/Scripts/UI/Menu.prefab","0000000000000000f000000000000000","<package-or-built-in>"
"Assets/_Game/Scripts/UI/Menu.prefab","e52691e61cc9cfb4eb29e48a69f4f231","Assets/_Game/Scripts/UI/MenuPanel.cs"
"Assets/_Game/Scripts/UI/Menu.prefab","4e29b1a8efbd4b44bb3f3716e73f07ff","<package-or-built-in>"
"Assets/_Game/Scripts/UI/Menu.prefab","f4688fdb7df04437aeb418b961361dc5","<package-or-built-in>"
"Assets/_Game/Scripts/UI/Menu.prefab","18b6fa968446e1d4a9241d201d4366f1","Assets/_Game/Art/Fonts/Default SDF.asset"
"Assets/_YFanFramework/Prefabs/FloatingTextItem.prefab","f4688fdb7df04437aeb418b961361dc5","<package-or-built-in>"
"Assets/_YFanFramework/Prefabs/FloatingTextItem.prefab","306e268947e135648b69111007d22514","<package-or-built-in>"
"Assets/_YFanFramework/Prefabs/FloatingTextItem.prefab","0411f205fe34b6e4aa5bc9e62ecaec3c","Assets/_YFanFramework/Scripts/Systems/FloatingTextSystem/FloatingTextItem.cs"
